COMMAND
./sim gshare 9 7 ./proj2-traces/gcc_trace.txt
OUTPUT
number of predictions:2000000
number of mispredictions:496805
misprediction rate:   24.84%
FINAL GSHARE CONTENTS
0	0
1	0
2	0
3	0
4	1
5	0
6	1
7	2
8	3
9	0
10	0
11	0
12	3
13	1
14	0
15	2
16	0
17	1
18	2
19	3
20	0
21	1
22	1
23	1
24	0
25	0
26	0
27	0
28	1
29	2
30	0
31	2
32	0
33	0
34	1
35	2
36	0
37	0
38	0
39	2
40	3
41	1
42	0
43	2
44	3
45	0
46	0
47	3
48	0
49	1
50	0
51	1
52	3
53	0
54	2
55	3
56	0
57	0
58	1
59	3
60	3
61	0
62	3
63	0
64	0
65	3
66	1
67	2
68	1
69	2
70	0
71	1
72	0
73	1
74	2
75	3
76	0
77	0
78	0
79	1
80	0
81	3
82	3
83	1
84	1
85	0
86	1
87	3
88	0
89	0
90	0
91	0
92	3
93	0
94	0
95	1
96	0
97	0
98	0
99	3
100	1
101	1
102	0
103	3
104	2
105	0
106	2
107	0
108	1
109	1
110	0
111	3
112	2
113	1
114	3
115	2
116	0
117	0
118	2
119	3
120	0
121	2
122	2
123	3
124	0
125	0
126	0
127	0
128	2
129	2
130	1
131	2
132	0
133	2
134	0
135	2
136	0
137	3
138	0
139	0
140	3
141	0
142	1
143	0
144	0
145	3
146	1
147	0
148	0
149	3
150	2
151	0
152	0
153	1
154	0
155	0
156	0
157	2
158	0
159	0
160	2
161	0
162	2
163	0
164	0
165	3
166	1
167	0
168	1
169	0
170	0
171	0
172	3
173	0
174	1
175	0
176	3
177	2
178	2
179	2
180	2
181	3
182	2
183	2
184	3
185	0
186	1
187	1
188	0
189	1
190	3
191	2
192	0
193	2
194	0
195	0
196	1
197	2
198	0
199	3
200	0
201	0
202	0
203	3
204	1
205	3
206	0
207	3
208	3
209	3
210	1
211	2
212	0
213	0
214	0
215	2
216	0
217	3
218	0
219	1
220	0
221	3
222	3
223	3
224	3
225	2
226	0
227	0
228	0
229	2
230	0
231	0
232	3
233	0
234	3
235	0
236	0
237	0
238	3
239	0
240	0
241	0
242	0
243	3
244	0
245	3
246	3
247	2
248	0
249	1
250	0
251	1
252	1
253	2
254	0
255	0
256	0
257	0
258	0
259	3
260	0
261	0
262	0
263	3
264	1
265	3
266	3
267	3
268	0
269	0
270	3
271	1
272	0
273	0
274	2
275	0
276	3
277	1
278	2
279	3
280	3
281	1
282	2
283	0
284	0
285	3
286	0
287	1
288	3
289	1
290	1
291	2
292	3
293	0
294	0
295	3
296	0
297	3
298	1
299	3
300	3
301	1
302	1
303	0
304	3
305	3
306	0
307	2
308	2
309	0
310	3
311	2
312	0
313	2
314	0
315	0
316	0
317	0
318	1
319	0
320	3
321	1
322	0
323	1
324	2
325	0
326	3
327	0
328	0
329	2
330	0
331	3
332	0
333	0
334	0
335	0
336	1
337	3
338	2
339	0
340	3
341	0
342	3
343	0
344	1
345	3
346	0
347	1
348	2
349	3
350	0
351	2
352	0
353	1
354	1
355	0
356	2
357	0
358	3
359	1
360	2
361	3
362	3
363	0
364	3
365	2
366	3
367	1
368	3
369	1
370	0
371	1
372	0
373	2
374	3
375	0
376	0
377	1
378	2
379	2
380	2
381	3
382	3
383	1
384	1
385	3
386	1
387	3
388	2
389	2
390	0
391	0
392	3
393	3
394	3
395	1
396	0
397	3
398	3
399	3
400	1
401	0
402	1
403	0
404	3
405	2
406	0
407	0
408	2
409	0
410	2
411	1
412	2
413	0
414	0
415	3
416	3
417	0
418	0
419	2
420	3
421	0
422	1
423	3
424	1
425	0
426	0
427	0
428	3
429	0
430	2
431	0
432	2
433	2
434	3
435	2
436	0
437	0
438	0
439	3
440	1
441	2
442	3
443	3
444	1
445	3
446	1
447	0
448	0
449	0
450	0
451	3
452	0
453	0
454	0
455	3
456	3
457	1
458	0
459	3
460	0
461	3
462	3
463	1
464	0
465	2
466	3
467	0
468	1
469	0
470	0
471	3
472	0
473	3
474	0
475	3
476	1
477	0
478	1
479	1
480	1
481	0
482	1
483	2
484	0
485	2
486	0
487	0
488	0
489	1
490	3
491	3
492	0
493	1
494	0
495	2
496	2
497	0
498	3
499	3
500	0
501	1
502	3
503	0
504	2
505	1
506	0
507	0
508	0
509	0
510	1
511	1
